 &plot nbnd=  54, nks=   441 /
            0.000000  0.000000  0.000000
  -13.991  -13.622  -13.208  -11.297  -10.938  -10.796  -10.712  -10.509  -10.499   -5.208
   -4.878   -4.470   -4.443   -4.033   -3.784   -3.660   -3.553   -3.396   -3.222   -2.225
   -1.875   -1.795   -1.339   -1.197   -1.105   -1.056   -0.987    0.304    0.368    0.375
    0.487    0.559    0.657    0.973    1.308    2.637    2.666    3.349    3.442    3.665
    3.902    4.419    4.475    4.883    5.022    5.172    5.558    5.721    6.039    6.091
    6.147    6.350    6.660    6.785
            0.000000  0.033514  0.000000
  -13.987  -13.618  -13.205  -11.295  -10.937  -10.796  -10.714  -10.511  -10.502   -5.205
   -4.877   -4.478   -4.461   -4.019   -3.809   -3.688   -3.536   -3.391   -3.218   -2.220
   -1.862   -1.820   -1.367   -1.189   -1.171   -1.023   -1.022    0.303    0.369    0.395
    0.510    0.587    0.684    0.980    1.307    2.658    2.661    3.357    3.446    3.676
    3.907    4.428    4.479    4.860    5.032    5.145    5.561    5.705    6.019    6.134
    6.135    6.405    6.615    6.721
            0.000000  0.067028  0.000000
  -13.977  -13.609  -13.197  -11.288  -10.935  -10.795  -10.720  -10.517  -10.513   -5.196
   -4.873   -4.506   -4.501   -3.986   -3.865   -3.763   -3.502   -3.380   -3.209   -2.211
   -1.883   -1.829   -1.421   -1.314   -1.202   -1.043   -1.041    0.279    0.373    0.483
    0.547    0.671    0.770    0.996    1.304    2.648    2.719    3.378    3.459    3.709
    3.919    4.453    4.487    4.799    5.043    5.083    5.558    5.679    6.000    6.128
    6.218    6.453    6.533    6.683
            0.000000  0.100542  0.000000
  -13.959  -13.593  -13.183  -11.276  -10.931  -10.795  -10.731  -10.529  -10.526   -5.182
   -4.869   -4.567   -4.540   -3.954   -3.926   -3.856   -3.474   -3.370   -3.202   -2.209
   -1.955   -1.799   -1.518   -1.426   -1.295   -1.119   -1.027    0.268    0.361    0.566
    0.633    0.826    0.886    1.013    1.303    2.626    2.815    3.412    3.482    3.764
    3.940    4.491    4.495    4.723    4.936    5.112    5.537    5.666    5.997    6.141
    6.269    6.388    6.523    6.750
            0.000000  0.134057  0.000000
  -13.935  -13.571  -13.164  -11.260  -10.927  -10.796  -10.746  -10.550  -10.537   -5.163
   -4.865   -4.633   -4.595   -4.014   -3.981   -3.872   -3.460   -3.364   -3.203   -2.228
   -2.018   -1.806   -1.678   -1.504   -1.350   -1.216   -1.051    0.292    0.323    0.641
    0.783    0.988    0.996    1.058    1.311    2.597    2.940    3.457    3.513    3.838
    3.969    4.476    4.536    4.668    4.798    5.164    5.499    5.657    6.004    6.158
    6.241    6.340    6.647    6.762
            0.000000  0.167571  0.000000
  -13.904  -13.543  -13.139  -11.241  -10.927  -10.800  -10.765  -10.574  -10.550   -5.139
   -4.865   -4.697   -4.661   -4.133   -4.028   -3.833   -3.469   -3.366   -3.210   -2.276
   -2.078   -1.848   -1.847   -1.595   -1.386   -1.268   -1.121    0.287    0.339    0.736
    0.960    0.994    1.078    1.258    1.344    2.560    3.086    3.513    3.556    3.928
    4.005    4.396    4.553    4.673    4.694    5.218    5.446    5.631    6.020    6.156
    6.229    6.378    6.719    6.798
            0.000000  0.201085  0.000000
  -13.867  -13.509  -13.111  -11.217  -10.934  -10.809  -10.784  -10.598  -10.561   -5.112
   -4.877   -4.750   -4.733   -4.251   -4.072   -3.795   -3.507   -3.379   -3.211   -2.349
   -2.189   -1.950   -1.902   -1.719   -1.432   -1.274   -1.212    0.275    0.391    0.861
    0.968    1.049    1.218    1.404    1.469    2.515    3.243    3.580    3.612    4.021
    4.041    4.287    4.464    4.716    4.718    5.275    5.380    5.585    6.053    6.155
    6.264    6.469    6.696    6.913
            0.000000  0.234599  0.000000
  -13.823  -13.470  -13.078  -11.192  -10.955  -10.825  -10.803  -10.620  -10.568   -5.085
   -4.909   -4.803   -4.785   -4.356   -4.120   -3.763   -3.566   -3.405   -3.201   -2.432
   -2.355   -2.011   -1.981   -1.795   -1.509   -1.288   -1.287    0.301    0.435    0.923
    1.021    1.038    1.429    1.469    1.665    2.465    3.393    3.656    3.691    4.044
    4.065    4.252    4.366    4.779    4.782    5.305    5.327    5.539    6.112    6.170
    6.341    6.535    6.765    7.000
            0.000000  0.268113  0.000000
  -13.773  -13.425  -13.041  -11.166  -10.992  -10.848  -10.821  -10.634  -10.571   -5.062
   -4.956   -4.862   -4.809   -4.440   -4.178   -3.744   -3.632   -3.443   -3.187   -2.523
   -2.515   -2.167   -2.007   -1.809   -1.605   -1.340   -1.328    0.366    0.472    0.875
    1.000    1.194    1.512    1.656    1.834    2.413    3.506    3.735    3.808    3.935
    4.054    4.332    4.365    4.844    4.844    5.235    5.356    5.538    6.188    6.203
    6.451    6.575    6.911    7.061
            0.000000  0.301627  0.000000
  -13.717  -13.376  -13.002  -11.142  -11.043  -10.875  -10.845  -10.638  -10.569   -5.057
   -5.009   -4.894   -4.835   -4.499   -4.252   -3.745   -3.695   -3.481   -3.176   -2.666
   -2.609   -2.307   -2.071   -1.809   -1.677   -1.392   -1.381    0.461    0.504    0.827
    0.949    1.370    1.539    1.874    1.965    2.367    3.546    3.764    3.852    3.959
    4.045    4.365    4.524    4.883    4.902    5.193    5.364    5.607    6.254    6.269
    6.577    6.629    7.058    7.063
            0.000000  0.335141  0.000000
  -13.656  -13.323  -12.961  -11.126  -11.104  -10.900  -10.876  -10.632  -10.564   -5.078
   -5.060   -4.892   -4.867   -4.535   -4.339   -3.777   -3.754   -3.502   -3.179   -2.768
