 &plot nbnd=  80, nks=   441 /
            0.000000  0.000000  0.000000
  -64.921  -64.916  -49.103  -49.103  -49.103  -49.102  -49.089  -49.089  -49.089  -49.089
  -49.080  -49.079  -33.613  -33.545  -33.513  -33.495  -33.461  -33.461  -15.700  -14.639
  -14.430  -14.198   -7.497   -6.829   -5.834   -5.393   -5.393   -5.211   -5.034   -4.034
   -3.659   -3.632   -2.523   -2.523   -1.590   -0.852   -0.852   -0.167    1.020    1.049
    2.134    2.819    2.819    2.955    3.097    3.128    3.230    3.373    3.412    4.004
    4.054    4.153    5.157    5.366    5.530    6.245    6.386    6.777    6.783    6.783
    6.909    7.087    7.110    7.125    7.141    7.494    7.721    7.788    7.971    8.125
    8.896    9.118    9.165    9.238    9.362    9.770    9.899    9.928   10.669   10.880
            0.000000  0.042245  0.000000
  -64.921  -64.916  -49.103  -49.103  -49.103  -49.102  -49.089  -49.089  -49.089  -49.089
  -49.080  -49.079  -33.613  -33.544  -33.513  -33.496  -33.461  -33.461  -15.695  -14.637
  -14.430  -14.198   -7.491   -6.823   -5.839   -5.406   -5.391   -5.211   -5.031   -4.036
   -3.694   -3.619   -2.567   -2.540   -1.559   -0.843   -0.833   -0.154    1.008    1.050
    2.151    2.735    2.815    2.968    3.089    3.187    3.210    3.423    3.438    4.015
    4.062    4.160    5.163    5.390    5.538    6.245    6.386    6.766    6.773    6.802
    6.916    7.084    7.096    7.130    7.175    7.501    7.729    7.792    7.982    8.132
    8.888    9.118    9.167    9.244    9.351    9.775    9.883    9.910   10.641   10.724
            0.000000  0.084490  0.000000
  -64.921  -64.916  -49.103  -49.103  -49.103  -49.102  -49.089  -49.089  -49.089  -49.089
  -49.080  -49.079  -33.612  -33.544  -33.513  -33.497  -33.463  -33.461  -15.681  -14.629
  -14.430  -14.200   -7.470   -6.807   -5.855   -5.443   -5.384   -5.210   -5.021   -4.040
   -3.789   -3.585   -2.689   -2.590   -1.476   -0.816   -0.786   -0.114    0.980    1.047
    2.200    2.585    2.802    2.999    3.021    3.182    3.349    3.468    3.553    4.047
    4.087    4.179    5.182    5.460    5.562    6.239    6.393    6.720    6.764    6.855
    6.931    7.067    7.115    7.150    7.222    7.525    7.746    7.808    8.014    8.153
    8.863    9.116    9.170    9.261    9.318    9.787    9.838    9.870   10.548   10.571
            0.000000  0.126735  0.000000
  -64.921  -64.916  -49.103  -49.103  -49.103  -49.102  -49.089  -49.089  -49.089  -49.089
  -49.080  -49.079  -33.611  -33.543  -33.513  -33.500  -33.467  -33.462  -15.657  -14.617
  -14.431  -14.203   -7.436   -6.781   -5.881   -5.500   -5.373   -5.210   -5.004   -4.056
   -3.921   -3.536   -2.866   -2.668   -1.354   -0.774   -0.729   -0.048    0.943    1.036
    2.271    2.438    2.783    2.916    3.049    3.223    3.439    3.592    3.688    4.102
    4.130    4.209    5.212    5.569    5.600    6.215    6.419    6.654    6.755    6.932
    6.957    7.071    7.148    7.184    7.270    7.567    7.763    7.839    8.064    8.187
    8.823    9.107    9.165    9.253    9.287    9.777    9.782    9.855   10.390   10.479
            0.000000  0.168980  0.000000
  -64.921  -64.916  -49.103  -49.103  -49.103  -49.102  -49.089  -49.089  -49.089  -49.089
  -49.080  -49.079  -33.609  -33.542  -33.512  -33.504  -33.471  -33.463  -15.624  -14.601
  -14.431  -14.206   -7.390   -6.744   -5.913   -5.571   -5.358   -5.215   -4.982   -4.137
   -4.017   -3.485   -3.070   -2.769   -1.210   -0.724   -0.676    0.040    0.897    1.018
    2.264    2.399    2.764    2.808    3.115    3.279    3.502    3.760    3.842    4.169
    4.206    4.249    5.255    5.652    5.702    6.175    6.471    6.575    6.753    6.966
