-1.480008009821176529e-03	4.057858884334564209e-02	6.363818794488906860e-02	-1.228547189384698868e-03	-1.613641390576958656e-03
6.107433582656085491e-04	-1.053890446200966835e-03	-9.839194826781749725e-04	4.233133222442120314e-04	1.549071457702666521e-04
2.299605257576331496e-04	6.434270180761814117e-04	8.722381899133324623e-04	1.064645126461982727e-03	-2.629513037391006947e-04
3.634915337897837162e-04	-9.740094537846744061e-04	-6.029650685377418995e-04	1.020277268253266811e-03	2.570895594544708729e-04
4.363572224974632263e-05	-8.773296722210943699e-04	-1.459064893424510956e-03	4.878061008639633656e-04	-7.402468472719192505e-04
-5.402218666858971119e-04	1.250950852409005165e-03	1.348132034763693810e-03	-2.448312006890773773e-04	8.687014633323997259e-05
-1.051478029694408178e-04	1.166212488897144794e-03	8.973539661383256316e-05	-1.045514247380197048e-03	9.472065721638500690e-04
-4.409252433106303215e-04	4.769018560182303190e-04	3.433400706853717566e-04	-2.520572161301970482e-04	-5.838682409375905991e-04
-7.526975241489708424e-05	-4.507884441409260035e-04	7.568043656647205353e-04	1.461430452764034271e-03	2.998512354679405689e-04
1.323872857028618455e-04	6.184660014696419239e-04	-1.025128731271252036e-04	-8.988864137791097164e-04	-3.447284689173102379e-05
3.189780414104461670e-01	-1.002302289009094238e+00	-1.063168048858642578e-01	7.144605624489486217e-04	7.462798953056335449e-01
3.957609587814658880e-04	-9.027076303027570248e-04	-3.205935354344546795e-04	-9.918079013004899025e-04	1.553740701638162136e-03
-1.937353226821869612e-05	-6.872500525787472725e-04	9.286271524615585804e-04	6.263045361265540123e-05	1.027890946716070175e-03
-1.220325822941958904e-03	1.099914297810755670e-04	-6.199592608027160168e-04	-4.220053087919950485e-04	-2.499553665984421968e-04
-2.962991129606962204e-04	2.824165858328342438e-04	-5.908753955736756325e-04	-1.296811271458864212e-03	-4.469655395951122046e-04
-1.852585584856569767e-03	-3.006095357704907656e-04	8.995180833153426647e-04	1.171927317045629025e-03	4.031278658658266068e-04
-1.103381160646677017e-03	4.692104121204465628e-04	1.008164370432496071e-03	1.090009580366313457e-03	-1.377777953166514635e-04
-1.484560489188879728e-04	-1.163025153800845146e-04	-1.080990768969058990e-04	-5.440387758426368237e-04	2.289879193995147943e-04
6.107433582656085491e-04	6.706942804157733917e-04	5.677252775058150291e-04	8.119528065435588360e-04	6.452224624808877707e-06
-3.125855207443237305e+00	1.837801188230514526e-02	-3.511436516419053078e-04	-6.119287572801113129e-04	-8.576600812375545502e-04
-1.257320400327444077e-05	-8.849102887324988842e-04	-8.469431486446410418e-05	-2.394148905295878649e-04	-5.546277388930320740e-04
2.694857830647379160e-04	5.817252094857394695e-04	1.852805871749296784e-05	2.687212254386395216e-04	1.010623760521411896e-03
7.843655766919255257e-04	-6.033910322003066540e-04	7.202303968369960785e-04	5.458047380670905113e-04	5.473399069160223007e-04
7.604882121086120605e-04	-3.518938901834189892e-04	-2.853745536413043737e-05	6.389744812622666359e-04	-8.928166935220360756e-04
3.696947824209928513e-04	-2.033669879892840981e-04	-1.126857358030974865e-03	7.567224383819848299e-05	6.452623638324439526e-04
-1.031815074384212494e-03	7.655822555534541607e-04	5.233334377408027649e-04	-1.099805376725271344e-04	-2.986509934999048710e-04
-4.717460833489894867e-04	-1.232352224178612232e-03	-3.561644698493182659e-04	2.968351764138787985e-04	1.662781578488647938e-04
-1.000039628706872463e-04	8.998812409117817879e-04	-3.197744081262499094e-05	-1.828602398745715618e-04	5.361930816434323788e-04
1.883453514892607927e-04	1.315413392148911953e-04	6.505438359454274178e-04	-2.071036578854545951e-04	-6.583146168850362301e-04
-3.542201593518257141e-04	5.707810050807893276e-04	-2.624321496114134789e-04	2.498540561646223068e-04	3.901560558006167412e-04
-4.925751709379255772e-04	-8.648487273603677750e-04	2.449229068588465452e-04	-2.530997153371572495e-05	9.378308895975351334e-04
-9.124740026891231537e-04	7.142209215089678764e-04	3.907704376615583897e-04	5.313365254551172256e-04	-1.828913693316280842e-03
1.143446541391313076e-03	1.167095149867236614e-03	1.520394114777445793e-03	-8.510093903169035912e-04	1.030654879286885262e-03
-1.416397048160433769e-03	-6.340277614071965218e-04	-4.487556288950145245e-04	-6.430143257603049278e-04	6.447911437135189772e-05
-8.751791319809854031e-04	-9.262885432690382004e-04	1.367251388728618622e-04	-4.968534922227263451e-04	-9.975426364690065384e-04
-2.177852147724479437e-04	-3.169479314237833023e-04	1.862188073573634028e-04	6.878455751575529575e-04	3.767722228076308966e-05
2.299605257576331496e-04	1.400686916895210743e-03	-9.258234058506786823e-04	-3.697400097735226154e-04	-5.841283127665519714e-04
-1.257320400327444077e-05	-1.008026301860809326e-04	-5.367349367588758469e-04	7.082026568241417408e-04	7.989050936885178089e-04
2.318690866231918335e-01	-2.179841976612806320e-05	2.590107731521129608e-03	1.178562990389764309e-03	5.729534104466438293e-02
-7.657730020582675934e-05	-2.763411030173301697e-04	-2.538034750614315271e-04	-8.395980112254619598e-04	-7.871027337387204170e-04
-2.925346198026090860e-04	-1.073545659892261028e-03	7.032078574411571026e-04	-3.889186191372573376e-04	1.644343137741088867e-05
-7.083006785251200199e-04	4.573770274873822927e-04	-3.305901191197335720e-04	-5.908529274165630341e-04	1.892684085760265589e-04
8.919690153561532497e-04	-1.418505795300006866e-03	1.024688361212611198e-03	-6.390186172211542726e-05	-3.818846016656607389e-04
-1.704741502180695534e-03	1.256374176591634750e-03	8.058574749156832695e-04	-9.439143468625843525e-04	3.716257924679666758e-04
1.040439121425151825e-03	-3.036422422155737877e-04	-1.476920442655682564e-05	-1.386217423714697361e-03	-4.753092071041464806e-07
-4.536454507615417242e-04	3.517653094604611397e-04	3.669318175525404513e-05	4.692224902100861073e-04	6.626482936553657055e-04
3.200880018994212151e-04	-1.678365224506705999e-04	-1.712926896288990974e-04	3.504229243844747543e-04	4.241750575602054596e-04
2.932520146714523435e-05	1.984994596568867564e-04	-2.813237078953534365e-04	-1.264160382561385632e-04	-4.061759100295603275e-04
4.949191352352499962e-04	7.401776383630931377e-04	-4.804664058610796928e-06	1.979858643608167768e-04	6.054199766367673874e-04
2.737019094638526440e-04	1.150475000031292439e-04	-6.971524271648377180e-06	-3.922325558960437775e-04	-1.323234057053923607e-03
2.836889505386352539e+00	-4.485666453838348389e-01	-3.053885698318481445e-01	-5.855882773175835609e-05	1.180586987175047398e-03
9.354513604193925858e-04	-4.329126095399260521e-04	-2.395848277956247330e-04	-6.279494846239686012e-04	6.465056212618947029e-04
-4.734009038656949997e-03	-5.920222611166536808e-04	1.511634327471256256e-04	-1.385546755045652390e-03	-1.025643665343523026e-03
-1.296764938160777092e-03	-8.242137264460325241e-04	-3.386083990335464478e-04	6.830965285189449787e-04	-4.564007394947111607e-04
3.634915337897837162e-04	1.803241902962327003e-04	-2.922861604019999504e-04	-7.131969323381781578e-04	6.623141234740614891e-05
2.694857830647379160e-04	4.358222577138803899e-05	-7.884930237196385860e-04	-3.026591148227453232e-04	6.647947011515498161e-04
-7.657730020582675934e-05	8.311755373142659664e-04	4.431439447216689587e-04	-4.027279210276901722e-04	2.018719533225521445e-04
-9.035156108438968658e-04	5.505784880369901657e-03	8.545169257558882236e-04	3.368789851665496826e-01	7.177553488872945309e-04
-5.272354464977979660e-04	1.850127591751515865e-05	-8.330561686307191849e-04	-2.636054341564886272e-05	9.419838897883892059e-04
3.792969800997525454e-04	1.028307015076279640e-04	2.788109704852104187e-04	5.264762439765036106e-04	-1.518868666607886553e-04
7.734586833976209164e-04	4.169257008470594883e-04	3.552928974386304617e-04	2.134987880708649755e-06	1.964897965081036091e-04
3.644833326339721680e+00	6.296750507317483425e-05	-3.885160759091377258e-02	3.624923061579465866e-03	3.865483740810304880e-04
-1.459384802728891373e-04	-4.993912443751469254e-05	-9.230952127836644650e-05	-5.738922045566141605e-04	5.723430076614022255e-04
1.344246120424941182e-04	6.073011318221688271e-04	4.566648858599364758e-04	-1.548106898553669453e-03	8.576402324251830578e-04
-1.182425330625846982e-04	-1.362029928714036942e-03	6.714951014146208763e-04	-8.865489508025348186e-05	7.815993158146739006e-04
2.082970459014177322e-04	6.411406211555004120e-04	5.066331941634416580e-04	-5.549048364628106356e-05	-8.844549302011728287e-04
-5.934818182140588760e-05	8.742436766624450684e-04	2.652909606695175171e-04	-7.485162932425737381e-04	-2.382364327786490321e-04
-1.997220679186284542e-04	3.007666964549571276e-04	8.814991451799869537e-04	2.981118159368634224e-04	6.020057480782270432e-05
7.525315741077065468e-04	-9.036270203068852425e-04	-4.389764799270778894e-04	-5.642612813971936703e-04	9.369885083287954330e-04
-1.019486517179757357e-04	5.560793215408921242e-05	-4.944544052705168724e-04	6.423351005651056767e-04	1.010851265164092183e-04
7.906999671831727028e-04	2.082944993162527680e-04	1.686881296336650848e-04	9.208616684190928936e-04	9.288313449360430241e-04
