  -1.4280180e+00   1.5277000e-02   1.4250000e-02  -2.4205000e-02  -1.4879000e-02
   8.4956000e-02   4.7070000e-03   4.6986000e-02   1.1162000e-02   4.2590000e-03
   1.9063000e-02   7.7520000e-03  -4.5700000e-04  -7.0980000e-03   5.4830000e-03
   6.9010000e-03   3.8182000e-02  -8.0720000e-03  -2.5610000e-03  -2.5610000e-03
  -6.0800000e-04  -1.3379000e-02   1.3000000e-03  -2.2780000e-03   3.5100000e-04
   3.4620000e-03  -4.6480000e-03  -7.2300000e-04  -2.1210000e-03   1.5740000e-03
  -1.6785600e-01  -5.1770000e-03  -3.5669400e-01  -1.0029000e-02   7.1020000e-03
   2.5172900e-01   1.2918000e-02   5.4132000e-01  -5.4576000e-02  -3.5090000e-03
   3.5147900e-01   2.2969000e-02  -5.7709700e-01  -5.6170000e-02  -3.9780000e-03
   2.2070000e-03   1.2194000e-02   3.0490000e-03   3.7110000e-03   1.9870000e-03
  -8.7200000e-04  -5.5270000e-03  -1.5440000e-03   6.7000000e-05  -2.8100000e-04
   8.8000000e-05   1.0310000e-03  -1.3220000e-03  -1.1800000e-04  -2.3800000e-04
   8.9446800e-01  -9.9380000e-03  -1.4260000e-03  -8.0080000e-03  -6.1930000e-03
  -5.8881600e-01   9.9040000e-03  -6.6890000e-03   4.4800000e-04   4.8000000e-03
   6.8503000e-02   6.1700000e-04  -5.7280000e-03  -2.7900000e-03  -1.3010000e-03
  -1.4091000e-02  -5.6766000e-02  -6.9872000e-02  -5.2296000e-02  -8.4480000e-03
  -3.2174000e-02   2.0260000e-03   4.8597000e-02   1.4440000e-03   1.2600000e-04
  -1.4740000e-03  -1.0390000e-03  -2.3872000e-02   5.2840000e-03   1.1100000e-03
   1.3333000e-02   9.5500000e-02  -2.3520000e-02  -1.6430000e-03  -7.7060000e-03
   1.3860000e-02  -9.0808000e-02   2.0790000e-02   7.1710000e-03   6.1380000e-03
  -1.2181000e-02  -1.1131000e-02  -2.9510000e-03   4.7810000e-03   1.1460000e-03
  -2.5998100e-01   1.5770000e-03  -5.4914800e-01  -2.8730000e-03   2.6950000e-03
   2.1542400e-01  -1.1750000e-03   4.7540300e-01   5.2320000e-03  -2.2680000e-03
  -3.2862500e-01  -6.3400000e-04   5.3541400e-01   4.6020000e-03   2.6710000e-03
   4.0232000e-02   4.4720000e-03   1.0989000e-02   9.4430000e-03   4.7080000e-03
  -1.8154000e-02  -3.5770000e-03  -9.5910000e-03  -2.6050000e-03  -3.0910000e-03
   1.7550000e-03   5.5400000e-04   5.6670000e-03  -1.8500000e-04   6.9100000e-04
   8.4956000e-02   2.7452000e-02   4.5582000e-02  -2.1013000e-02  -1.0170000e-03
  -1.2991850e+00   1.4089000e-02   7.5005000e-02   5.2150000e-02   3.9771000e-02
  -8.7910000e-03  -1.5211000e-02  -8.1720000e-03   2.7927000e-02  -1.3089000e-02
  -6.0800000e-04  -1.3378000e-02   4.6000000e-04   3.5000000e-04  -2.2780000e-03
  -4.7080000e-03   3.9000000e-03   5.9300000e-04  -4.5800000e-04  -4.5800000e-04
   1.5400000e-03   3.0690000e-03  -2.8980000e-03  -7.8100000e-04  -1.3700000e-03
   2.5699800e-01   7.2225000e-02   4.4150100e-01   1.6807700e-01  -2.6300000e-03
   3.8881000e-01  -2.7713000e-02   7.2308400e-01  -1.1217000e-01   6.5230000e-03
   7.5307100e-01  -2.5258000e-02  -1.2232040e+00  -5.3360000e-03   8.4200000e-04
  -4.2700000e-04   4.7100000e-04   4.0000000e-05  -5.9560000e-03  -9.8400000e-04
   8.9500000e-04   2.1000000e-04   7.0200000e-04   5.4100000e-03   2.0300000e-04
   1.4730000e-03   2.6600000e-03  -1.8900000e-04  -2.7500000e-03  -1.1300000e-04
  -6.0487900e-01   4.6100000e-03  -4.9270000e-03  -3.8640000e-03  -3.8760000e-03
   6.8332000e-02  -3.3230000e-03  -1.2516000e-02  -2.0100000e-04  -6.0500000e-04
  -4.8922000e-02   3.6400000e-04  -4.6960000e-03  -8.6450000e-03  -1.7160000e-03
   6.5585000e-02   3.1749000e-02  -3.0276000e-02   2.6262000e-02   6.8950000e-03
   3.5646000e-02   3.1800000e-04  -2.3470000e-03   8.6530000e-03  -8.8500000e-04
   5.0371000e-02  -1.4488000e-02  -1.1220000e-03   1.3006000e-02   4.9200000e-04
   2.4700000e-02  -1.6295000e-02   5.2010000e-03  -3.4700000e-03   2.4240000e-03
  -4.4380000e-03   6.0783000e-02   1.7820000e-03   3.0890000e-03  -2.6840000e-03
   2.9510000e-03  -9.6300000e-04   2.3500000e-03  -2.8970000e-03   2.2660000e-03
   1.4224900e-01   1.8540000e-03   3.4001400e-01  -1.0185000e-02   1.3220000e-03
   3.3912900e-01  -1.8680000e-03   9.6273900e-01  -9.2800000e-04   1.7670000e-03
  -7.0553100e-01   6.6700000e-03   1.2505710e+00  -1.0940000e-03  -3.4710000e-03
  -1.0181000e-02  -6.6000000e-04  -1.9194000e-02   7.1000000e-04  -2.3490000e-03
   2.6870000e-03   2.2520000e-03   9.0820000e-03  -3.2350000e-03   1.0360000e-03
  -5.5760000e-03   1.2400000e-04  -9.4600000e-04  -2.6500000e-04   1.9900000e-04
   1.9063000e-02  -1.3716000e-02  -6.0040000e-03  -2.7325000e-02   2.1913000e-02
  -8.7910000e-03   1.2158000e-02   1.2310000e-03   3.0025000e-02  -4.1305000e-02
  -1.3398990e+00  -2.9922000e-02   1.2041000e-02   1.5200000e-02   1.2798000e-02
  -3.4620000e-03   4.6470000e-03   3.3730000e-03  -1.5740000e-03   2.1220000e-03
  -1.5400000e-03  -3.0690000e-03  -1.7120000e-03   1.3710000e-03   7.8100000e-04
  -4.0160000e-03  -2.2720000e-03   1.8540000e-03   4.1800000e-04   4.1800000e-04
   2.6860700e-01  -6.2127000e-02  -4.0080000e-01   9.7520000e-02   2.1870000e-03
   8.0822200e-01   5.1635000e-02  -1.2309530e+00  -1.0244600e-01   2.1590000e-03
   6.5250400e-01  -1.6250000e-03   6.1894600e-01  -2.3767000e-02   1.9580000e-03
   4.3680000e-03   7.0130000e-03  -3.0790000e-03  -2.2300000e-04  -2.4640000e-03
   4.3200000e-04   1.9450000e-03  -9.9200000e-04  -4.9940000e-03  -4.0000000e-04
  -4.2400000e-04   1.7200000e-04   1.4080000e-03   2.6260000e-03  -7.1000000e-05
   1.5492100e-01  -3.9030000e-03  -2.2001000e-02  -8.3450000e-03   1.2239000e-02
