   1.8981270e+00   3.2230000e-03  -1.6872500e-01   1.7306000e-02   1.4608000e-02   3.4010000e-03   1.5865000e-02   2.6230000e-03
   3.7373000e-02   4.4565000e-02  -7.5828000e-02   1.1756000e-02  -1.4489000e-02   2.2456000e-02  -1.1887000e-02   1.2173000e-02
  -1.4217000e-02  -2.0190000e-03   8.9400000e-04   3.5100000e-03   1.7542000e-02  -2.6880000e-03  -1.7015000e-02  -2.9370000e-03
  -6.6210000e-03  -1.9100000e-02  -4.1246500e-01   4.1160000e-02  -1.6650000e-02  -7.7110000e-03  -1.7319000e-02  -5.9670000e-03
  -6.0290000e-03   1.1240000e-03   2.2770000e-03  -1.1780000e-03  -3.1265000e-02   1.3270000e-03   2.7781000e-02   2.7200000e-04
  -1.6875900e-01   1.4450000e-03  -1.6980700e-01  -3.0700000e-04   1.6410000e-03  -5.0170000e-03  -4.7280000e-03  -7.4200000e-04
   5.7160000e-03  -1.2435000e-02   3.0125000e-02  -1.4608000e-02   1.1370000e-03  -3.6670000e-03  -2.6050000e-03  -2.9200000e-04
   1.0387900e-01   1.3247000e-02  -9.9940000e-02  -2.5687000e-02  -1.3464000e-02   3.3900000e-03  -1.6580000e-03   2.5760000e-03
   2.1242700e-01   1.1250000e-03   2.0736700e-01   1.0437000e-02   7.1800000e-04   2.9100000e-04   1.2860000e-03   3.0000000e-05
  -3.4919400e-01   7.9060000e-03   3.4936100e-01  -1.8602000e-02  -7.3280000e-03   4.9910000e-03  -5.4770000e-03   1.2100000e-04
   1.2433000e-02  -6.8740000e-03  -5.9493000e-02   1.3609000e-02   2.1190000e-03  -2.7830000e-03   3.2850000e-03  -3.5950000e-03
   7.3796000e-02  -5.9970000e-03  -1.6822000e-02   4.3280000e-03   5.4340000e-03  -2.3760000e-03   5.8170000e-03  -2.7170000e-03
  -3.4860000e-03   7.6800000e-04  -5.1922000e-02   3.2630000e-03   3.0740000e-03  -4.9080000e-03  -3.0800000e-03   4.7260000e-03
  -8.2164700e-01  -1.1594000e-02  -1.6345000e-02   7.3430000e-03  -5.7180000e-03  -1.5740000e-03  -6.4690000e-03  -7.0800000e-04
  -3.8696100e-01  -2.2560000e-03   1.6934000e-02   4.2210000e-03   1.8730000e-03   2.3240000e-03   6.1890000e-03  -1.7060000e-03
  -4.1990000e-03   5.3300000e-04   4.7432000e-02   2.1490000e-03  -8.1760000e-03  -3.3600000e-04   7.5860000e-03   1.0100000e-03
   8.1284800e-01  -1.8890000e-03   8.1662000e-01  -5.7950000e-02  -2.9540000e-03   8.7960000e-03   6.9790000e-03  -1.4870000e-03
  -2.0819900e-01   1.3000000e-05  -1.9947200e-01  -3.6315000e-02  -5.2680000e-03  -8.9050000e-03  -1.1555000e-02  -1.0150000e-03
   3.5452000e-01  -1.6210000e-03  -3.5261700e-01  -3.3032000e-02  -6.4100000e-04   6.3480000e-03  -1.3830000e-03  -1.9710000e-03
  -8.1711100e-01   6.0705000e-02  -8.1184300e-01   5.6748000e-02   5.9432000e-02   4.1570000e-03   1.8070000e-03   1.5190000e-03
   1.9500800e-01  -4.5017000e-02   2.0818200e-01   3.3896000e-02  -5.9302000e-02  -1.8800000e-04  -5.4330000e-03   6.2400000e-04
   3.5288100e-01  -1.3713000e-02  -3.4993100e-01  -3.6632000e-02   1.1986000e-02   2.7860000e-03   5.5300000e-04   1.6070000e-03
   3.7373000e-02   2.8943000e-02  -7.0963000e-02   5.7950000e-03  -1.9109000e-02   1.8109000e-02  -1.1088000e-02   6.7370000e-03
   3.9371840e+00  -1.3391500e-01  -3.0267200e-01  -3.3706400e-01   4.1074400e-01  -2.8686000e-02  -2.5967900e-01   3.3403000e-02
   2.9897000e-02   3.5340000e-03  -1.4578000e-02  -1.8655000e-02  -1.5778000e-02  -1.8726000e-02  -1.1923000e-02   2.0219000e-02
